id_transaksi,tanggal,suplier,nota,kode_stok,nama_stok,quantity,satuan,unit,satuan.2,harga_satuan,jumlah
TB0028224,2024-06-05,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61379674,B00586,DDS SABUN NUVO,7,KARTON,0,BIJI,"175,063","1,225,441"
TB0028224,2024-06-05,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61379674,B00951,DDS SABUN NUVO REFF 60,2,KARTON,0,KARTON,"95,990","191,980"
TB0028224,2024-06-05,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61379674,B00952,DDS SABUN NUVO REFF 250,2,KARTON,0,BIJI,"137,214","274,428"
TB0028224,2024-06-05,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61379674,B00954,DDS SABUN GIV REFF 250,3,KARTON,0,BIJI,"137,214","411,642"
TB0028224,2024-06-05,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61379674,B00669,DDS SHP ZINC RENTENG,15,KARTON,0,PAK,"87,986","1,319,790"
TB0028224,2024-06-05,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61379674,B00564,DDS HERS PROTEX MERAH 8,5,KARTON,0,BIJI,"69,949","349,745"
TB0028225,2024-06-05,S134 - SUBUR BGL,,B01432,GROW BOLD 20,1,BAL,0,SLOP,"2,390,000","2,390,000"
TB0028225,2024-06-05,S134 - SUBUR BGL,,B01426,GROW REG 12,0,BAL,3,SLOP,"3,040,000","456,000"
TB0028225,2024-06-05,S134 - SUBUR BGL,,B01427,GROW REG 16,0,BAL,3,SLOP,"1,960,000","588,000"
TB0028225,2024-06-05,S134 - SUBUR BGL,,B01544,GROW KRETEK CO,1,BAL,0,SLOP,"1,580,000","1,580,000"
TB0028226,2024-06-05,S205 - DANI,non pkp,B00318,TMP HEMA ACTION,24,DOS,0,STRIP,"62,000","1,488,000"
TB0028226,2024-06-05,S205 - DANI,non pkp,B00306,TMP NEO RHEUMACYL,24,DOS,0,STRIP,"191,000","4,584,000"
TB0028226,2024-06-05,S205 - DANI,non pkp,B00300,TMP OSKADON,40,DOS,0,STRIP,"81,000","3,240,000"
TB0028226,2024-06-05,S205 - DANI,non pkp,B00301,DECOLSIN,10,DOS,0,STRIP,"62,000","620,000"
TB0028226,2024-06-05,S205 - DANI,non pkp,B00299,ANTIMO,10,DOS,0,STRIP,"285,000","2,850,000"
TB0028227,2024-06-05,S007 - PT. GAWIH JAYA,,B00061,WISMILAK DIPLOMAT MILD,0,BAL,2,SLOP,"2,245,500","449,100"
TB0028227,2024-06-05,S007 - PT. GAWIH JAYA,,B01838,WIS DIPLOMAT MILD MENTHOL 16,3,SLOP,0,SLOP,"224,550","673,650"
TB0028227,2024-06-05,S007 - PT. GAWIH JAYA,,B01822,WISMILAK ARJA 12,10,SLOP,0,SLOP,"87,930","879,300"
TB0028227,2024-06-05,S007 - PT. GAWIH JAYA,,B00060,WIS DIPLOMAT 12,0,BAL,10,SLOP,"4,593,600","2,296,800"
TB0028227,2024-06-05,S007 - PT. GAWIH JAYA,,B01341,WISMILAK SLIM KR 16,2,SLOP,0,SLOP,"167,400","334,800"
TB0028228,2024-06-05,S016 - PT. BERKAT SENTRAL ABADI FARMA,non pkp,B00319,WALANGKERIK,100,DOS,0,DOS,"75,660","7,566,000"
TB0028229,2024-06-06,S043 - PT.UNIRAMA DUTA NIAGA,pkp PI240602000865,B00391,NUTRISARI,13,KARTON,6,PRES,"810,805","10,810,733"
TB0028230,2024-06-06,S153 - TEH 999,non pkp TUNAI,B00382,TEH 999 1/2 tail (23gr),5,SAK,0,BAL,"1,248,000","6,240,000"
TB0028230,2024-06-06,S153 - TEH 999,non pkp TUNAI,B01404,TEH JITU KOTAK,2,KARTON,0,BIJI,"185,000","370,000"
TB0028231,2024-06-06,S062 - CV.PUTRA JAYA PD,non pkp,B01424,UNI RINSO PK(126),50,KARTON,0,KARTON,"90,000","4,500,000"
TB0028231,2024-06-06,S062 - CV.PUTRA JAYA PD,non pkp,B00968,UNI ROYCO RENTENG,45,KARTON,0,KARTON,"206,000","9,270,000"
TB0028231,2024-06-06,S062 - CV.PUTRA JAYA PD,non pkp,B01803,UNI SUNLIGHT REFF 370mlt (8500),15,KARTON,0,KARTON,"153,000","2,295,000"
TB0028231,2024-06-06,S062 - CV.PUTRA JAYA PD,non pkp,B00693,UNI MOLTO RENTENG,25,KARTON,0,KARTON,"123,000","3,075,000"
TB0028232,2024-06-06,S033 - PT.MASAMEDI INTIFARMINDO,pkp 11240001831,B00894,KOMIX,10,KARTON,0,DOS,"2,025,000","20,250,000"
TB0028232,2024-06-06,S033 - PT.MASAMEDI INTIFARMINDO,pkp 11240001831,B00352,EXTRA JOSS,20,KARTON,0,PRES,"710,000","14,200,000"
TB0028233,2024-06-06,S002 - PT. SURYA MADISTRINDO,,B00170,GG SURYA 12,12,BAL,6,SLOP,"4,810,000","59,163,000"
TB0028233,2024-06-06,S002 - PT. SURYA MADISTRINDO,,B00004,GG PROMILD,1,BAL,5,SLOP,"2,880,000","4,320,000"
TB0028233,2024-06-06,S002 - PT. SURYA MADISTRINDO,,B00002,GG SURYA 16,2,BAL,0,SLOP,"3,300,000","6,600,000"
TB0028233,2024-06-06,S002 - PT. SURYA MADISTRINDO,,B00009,GG PRO MERAH,1,BAL,5,SLOP,"2,880,000","4,320,000"
TB0028233,2024-06-06,S002 - PT. SURYA MADISTRINDO,,B02086,GG 16 KS MERAH,2,BAL,0,SLOP,"1,740,000","3,480,000"
TB0028233,2024-06-06,S002 - PT. SURYA MADISTRINDO,,B00007,GG KLOBOT,0,BAL,1,SLOP,"1,960,000","196,000"
TB0028233,2024-06-06,S002 - PT. SURYA MADISTRINDO,,B00012,GG SURYA KALENG,5,PRES,0,KALENG,"920,000","4,600,000"
TB0028233,2024-06-06,S002 - PT. SURYA MADISTRINDO,,B00006,GG HIJAU,2,BAL,0,SLOP,"2,700,000","5,400,000"
TB0028233,2024-06-06,S002 - PT. SURYA MADISTRINDO,,B01227,GG INTER MERAH,2,BAL,0,SLOP,"4,810,000","9,620,000"
TB0028233,2024-06-06,S002 - PT. SURYA MADISTRINDO,,B02085,GG SURYA PLUS (16),0,BAL,5,SLOP,"3,000,000","1,500,000"
TB0028233,2024-06-06,S002 - PT. SURYA MADISTRINDO,,B00003,GG 12 KS MERAH,2,BAL,0,SLOP,"2,880,000","5,760,000"
TB0028234,2024-06-06,S194 - MARGA=DODIT,non pkp TUNAI,B00305,PARAMEX,40,DOS,0,STRIP,"103,425","4,137,000"
TB0028235,2024-06-06,S339 - OT NAJIB,,B01171,KIRANTI,5,KARTON,0,KARTON,"115,000","575,000"
TB0028236,2024-06-06,S015 - PT.DWIKARYA INDONESIA MANDIRI,,B00070,92 PUTIH FLT,0,BAL,10,SLOP,"3,040,000","1,520,000"
TB0028237,2024-06-06,S344 - PT. PELITA NUSA RAYA,pkp 4F0135,B00217,SM TOLAK ANGIN CAIR,4,KARTON,1,DOS,"1,205,539","4,862,341"
TB0028237,2024-06-06,S344 - PT. PELITA NUSA RAYA,pkp 4F0135,B00216,SM TOLAK ANGIN ANAK,10,DOS,0,DOS,"28,891","288,910"
TB0028237,2024-06-06,S344 - PT. PELITA NUSA RAYA,pkp 4F0135,B00525,SM STMJ,11,KARTON,0,SLOP,"347,270","3,819,970"
TB0028238,2024-06-06,S063 - CV SINAR SURYA UTAMA,pkp FJ050624005,B01405,POP ICE,33,KARTON,0,KARTON,"257,377","8,493,441"
TB0028239,2024-06-06,S247 - PT BERCA KAWAN SEJATI,TUNAI,B01901,ARMOUR KR 16,10,SLOP,0,SLOP,"98,000","980,000"
TB0028240,2024-06-06,S078 - PT.SUPRA USADHATAMA,pkp 3520157806,B00303,TMP BODREX,41,DOS,0,PAK,"92,023","3,772,943"
TB0028240,2024-06-06,S078 - PT.SUPRA USADHATAMA,pkp 3520157806,B00241,TMP BODREXIN,21,DOS,0,PAK,"43,558","914,718"
TB0028240,2024-06-06,S078 - PT.SUPRA USADHATAMA,pkp 3520157806,B00317,TMP HEMA STAMINA,41,DOS,0,STRIP,"59,936","2,457,376"
TB0028240,2024-06-06,S078 - PT.SUPRA USADHATAMA,pkp 3520157806,B00247,TMP OSKADON SP,5,DOS,0,STRIP,"39,656","198,280"
TB0028241,2024-06-06,S066 - PT.INDOMARCO ADI PRIMA,pkp 216876,B00148,INDOMIE AYAM BAWANG,20,KARTON,0,KARTON,"104,025","2,080,500"
TB0028241,2024-06-06,S066 - PT.INDOMARCO ADI PRIMA,pkp 216876,B01315,INDOMIE GRG ACEH,10,KARTON,0,KARTON,"108,275","1,082,750"
TB0028241,2024-06-06,S066 - PT.INDOMARCO ADI PRIMA,pkp 216876,B00893,INDOMIE KRIUK,15,KARTON,0,KARTON,"110,275","1,654,125"
TB0028241,2024-06-06,S066 - PT.INDOMARCO ADI PRIMA,pkp 216876,B02109,INDOMIE SEBLAK,20,KARTON,0,KARTON,"103,025","2,060,500"
TB0028241,2024-06-06,S066 - PT.INDOMARCO ADI PRIMA,pkp 216876,B01912,BUMBU RACIK NASI GRG,2,KARTON,0,RENTENG,"311,100","622,200"
TB0028241,2024-06-06,S066 - PT.INDOMARCO ADI PRIMA,pkp 216876,B01887,INDOFOOD SAMBAL RTG (MERAH),10,KARTON,0,PAK,"118,377","1,183,770"
TB0028241,2024-06-06,S066 - PT.INDOMARCO ADI PRIMA,pkp 216876,B01986,INDOFOOD SAMBAL RTG (PUTIH),5,KARTON,0,KARTON,"163,760","818,800"
TB0028241,2024-06-06,S066 - PT.INDOMARCO ADI PRIMA,pkp 216876,B01977,INDO SAMBAL EXTRA DAHSYAT 135,0,KARTON,12,BOTOL,"264,352","66,088"
TB0028241,2024-06-06,S066 - PT.INDOMARCO ADI PRIMA,pkp 216876,B02009,INDO SAMBAL EXTRA PEDAS 135,2,KARTON,0,BOTOL,"238,480","476,960"
TB0028241,2024-06-06,S066 - PT.INDOMARCO ADI PRIMA,pkp 216876,B01888,INDO SAMBAL PEDAS MANIS 135,2,KARTON,0,BOTOL,"270,480","540,960"
TB0028242,2024-06-06,S015 - PT.DWIKARYA INDONESIA MANDIRI,TUNAI,B02078,GROW BERRY 12,10,BAL,0,SLOP,"168,000","1,680,000"
TB0028242,2024-06-06,S015 - PT.DWIKARYA INDONESIA MANDIRI,TUNAI,B02079,GROW BERRY 16,10,BAL,0,SLOP,"219,000","2,190,000"
TB0028243,2024-06-07,S166 - PT. SINAR NIAGA SEJAHTERA,pkp 0133-24-0001238,B01446,CHOCOLATOS WAFER 500,15,KARTON,0,DOS,"117,923","1,768,845"
TB0028243,2024-06-07,S166 - PT. SINAR NIAGA SEJAHTERA,pkp 0133-24-0001238,B01194,CHOCOLATOS DRINK RENTENG,40,KARTON,0,KARTON,"121,200","4,848,000"
TB0028244,2024-06-07,S140 - SUMBER JAYA PD,non pkp,B01177,MASAKO,15,KARTON,0,KARTON,"260,000","3,900,000"
TB0028244,2024-06-07,S140 - SUMBER JAYA PD,non pkp,B01113,SAJIKU 75gr,3,KARTON,0,KARTON,"230,000","690,000"
TB0028244,2024-06-07,S140 - SUMBER JAYA PD,non pkp,B01099,SAJIKU 40gr,3,KARTON,0,KARTON,"225,000","675,000"
TB0028244,2024-06-07,S140 - SUMBER JAYA PD,non pkp,B01122,SAJIKU NASI GR AYAM,2,KARTON,0,KARTON,"315,000","630,000"
TB0028244,2024-06-07,S140 - SUMBER JAYA PD,non pkp,B01123,SAJIKU NASI GR PEDAS,1,KARTON,0,KARTON,"315,000","315,000"
TB0028244,2024-06-07,S140 - SUMBER JAYA PD,non pkp,B01216,SAORI RENTENG,5,KARTON,0,KARTON,"241,000","1,205,000"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B00170,GG SURYA 12,12,BAL,0,SLOP,"4,795,000","57,540,000"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B01053,DDS SOKLIN CAIR 22/20 RENTENG,50,KARTON,0,KARTON,"44,500","2,225,000"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B01871,TEPUNG BERAS ROSE BRAND,10,KARTON,0,KARTON,"130,500","1,305,000"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B01893,TEPUNG CAKRA SAK (25kg),10,SAK,0,SAK,"220,000","2,200,000"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B01891,TEPUNG PAYUNG(25kg),10,SAK,0,SAK,"171,500","1,715,000"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B01902,TEPUNG SEGITIGA SAK (25kg),10,SAK,0,SAK,"213,500","2,135,000"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B01142,BEAR BRAND,10,KARTON,0,KARTON,"255,500","2,555,000"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B00742,CARNATION JUMBO,10,KARTON,0,KARTON,"603,500","6,035,000"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B00324,TMP HEMA JRENG,5,KARTON,0,PRES,"1,383,500","6,917,500"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B02011,TEPUNG VIRGO,3,SAK,0,SLOP,"240,000","720,000"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B01870,TEPUNG KETAN ROSE BRAND,10,KARTON,0,KARTON,"188,500","1,885,000"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B01030,AJINOMOTO (250gr),5,KARTON,0,KARTON,"852,500","4,262,500"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B01108,AJINOMOTO (Rp.5000),5,KARTON,0,KARTON,"507,500","2,537,500"
TB0028245,2024-06-07,S261 - SANTOSO,non pkp,B00069,GRENDEL UTAMA,1,BAL,0,SLOP,"1,387,500","1,387,500"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B00064,SAMP ARES MERAH,1,BAL,0,SLOP,"2,943,000","2,943,000"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B00063,SAMP ARES BIRU,8,BAL,0,SLOP,"2,943,000","23,544,000"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B01819,SAMP 234 ELITE 12,10,SLOP,0,SLOP,"166,860","1,668,600"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B00024,SAMP MILD 12,0,BAL,3,SLOP,"2,369,700","710,910"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B01882,SAMP MARLB MERAH,35,SLOP,0,SLOP,"418,320","14,641,200"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B00025,SAMP 234 REFFILL 12,8,BAL,0,SLOP,"1,917,000","15,336,000"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B02080,SAMP 234 MAESTRO,0,BAL,5,SLOP,"1,825,200","912,600"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B02122,SAMP UNTUNG KR 12,20,SLOP,0,SLOP,"69,120","1,382,400"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B00026,SAMP MAGNUM HITAM,5,BAL,0,SLOP,"2,418,300","12,091,500"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B00019,SAMP 234 KR 12 (10+2),1,BAL,0,SLOP,"3,619,800","3,619,800"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B01555,SAMP AGA KR (10+2),10,BAL,0,SLOP,"2,709,000","27,090,000"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B01883,SAMP MARLB FLT BLACK 20,20,SLOP,0,SLOP,"360,450","7,209,000"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B01511,SAMP MARLB CRAFTED 12 (merah),5,SLOP,0,SLOP,"108,180","540,900"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B01234,SAMP ARES BOLD,4,BAL,0,SLOP,"2,948,400","11,793,600"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B00740,SAMP AVOLUTION MRH 20,1,BAL,0,SLOP,"3,791,700","3,791,700"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B00020,SAMP 234 KR 16,0,BAL,10,SLOP,"4,836,600","2,418,300"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B02188,SAMP TOTAL FLT 16,1,SLOP,0,SLOP,"182,340","182,340"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B01968,SAMP TWIZZ YELLOW 16,5,SLOP,0,SLOP,"230,670","1,153,350"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B01173,SAMP MARLB FLT BLACK 12,5,SLOP,0,SLOP,"213,840","1,069,200"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B00786,SAMP MILD MENTHOL 16,0,BAL,5,SLOP,"3,155,400","1,577,700"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B02161,SAMP 234 REFF 16,20,SLOP,0,SLOP,"195,120","3,902,400"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B01787,SAMP MARLB CA 12(biru),5,SLOP,0,SLOP,"98,280","491,400"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B00022,SAMP MILD MERAH 16,6,BAL,0,SLOP,"3,155,400","18,932,400"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B02114,SAMP KAPTEN SARI PUCUK,8,BAL,0,SLOP,"1,665,000","13,320,000"
TB0028246,2024-06-07,S003 - PT. HM SAMPOERNA,SSDW001-038422,B02008,SAMP 234 KR 12 POLOS,2,BAL,0,SLOP,"3,619,800","7,239,600"
TB0028247,2024-06-07,S137 - PT. FARMA NIAGA DIST.,pkp 1921026256,B01313,FM LADAKU,15,KARTON,0,KARTON,"445,878","6,688,170"
TB0028247,2024-06-07,S137 - PT. FARMA NIAGA DIST.,pkp 1921026256,B01487,FM KUNYIT,3,KARTON,0,KARTON,"334,408","1,003,224"
TB0028247,2024-06-07,S137 - PT. FARMA NIAGA DIST.,pkp 1921026256,B01459,FM KETUMBAR,8,KARTON,0,KARTON,"148,626","1,189,008"
TB0028247,2024-06-07,S137 - PT. FARMA NIAGA DIST.,pkp 1921026256,B01540,FM MARINASI,5,KARTON,0,PAK,"299,208","1,496,040"
TB0028248,2024-06-07,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61380952,B01477,DDS TOP GULA AREN,55,KARTON,0,KARTON,"166,939","9,181,645"
TB0028248,2024-06-07,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61380952,B01356,DDS TOP CAPUCINO,25,KARTON,0,KARTON,"185,424","4,635,600"
TB0028248,2024-06-07,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61380952,B00417,DDS TOP SUSU,5,KARTON,0,KARTON,"113,642","568,210"
TB0028248,2024-06-07,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61380952,B00992,DDS TOP SKM,3,KARTON,0,KARTON,"113,642","340,926"
TB0028248,2024-06-07,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61380952,B00861,DDS TOP GULA,3,KARTON,0,KARTON,"105,920","317,760"
TB0028249,2024-06-07,S347 - ARIK=OT,non pkp TUNAI,B01143,YOU C-1000,26,KARTON,0,KARTON,"152,000","3,952,000"
TB0028250,2024-06-07,S113 - KARYA GIU,non pkp,B00330,KRATINGDAENG,50,KARTON,0,SLOP,"225,000","11,250,000"
TB0028251,2024-06-08,S139 - MEMED,non pkp,B01699,ENERGEN BARU(16rtg),30,KARTON,0,KARTON,"245,000","7,350,000"
TB0028252,2024-06-08,S324 - BSU (BINTANG SAYAP UTAMA),TUNAI,B02017,GAJAH BARU INTER FLT 12,8,BAL,0,SLOP,"3,020,000","24,160,000"
TB0028252,2024-06-08,S324 - BSU (BINTANG SAYAP UTAMA),TUNAI,B02120,GAJAH BARU KRETEK,4,BAL,0,SLOP,"1,460,000","5,840,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B00045,DJ GEO MILD 16,3,BAL,0,SLOP,"2,125,000","6,375,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B00950,DJ LA BOLD 20,3,BAL,0,SLOP,"3,375,000","10,125,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B00034,DJ 76 KR 12,1,BAL,0,SLOP,"2,825,000","2,825,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B01174,DJ CHIEF FLT 12,1,BAL,0,SLOP,"2,965,000","2,965,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B00025,SAMP 234 REFFILL 12,10,BAL,0,SLOP,"1,897,000","18,970,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B01555,SAMP AGA KR (10+2),20,BAL,0,SLOP,"2,694,000","53,880,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B00063,SAMP ARES BIRU,5,BAL,0,SLOP,"2,928,000","14,640,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B01234,SAMP ARES BOLD,5,BAL,0,SLOP,"2,930,000","14,650,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B02008,SAMP 234 KR 12 POLOS,2,BAL,0,SLOP,"3,610,000","7,220,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B00020,SAMP 234 KR 16,1,BAL,0,SLOP,"4,821,500","4,821,500"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B00022,SAMP MILD MERAH 16,6,BAL,0,SLOP,"3,145,500","18,873,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B00170,GG SURYA 12,15,BAL,0,SLOP,"4,795,000","71,925,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B01227,GG INTER MERAH,4,BAL,0,SLOP,"4,795,000","19,180,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B00026,SAMP MAGNUM HITAM,5,BAL,0,SLOP,"2,403,000","12,015,000"
TB0028253,2024-06-08,S350 - MEMET PUJON,,B02165,SAMP AGA KR PRIMA,160,SLOP,0,SLOP,"145,750","23,320,000"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B00182,M POKO L RENTENG,30,KARTON,0,RENTENG,"181,000","5,430,000"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B00184,M POKO M RENTENG,5,KARTON,0,RENTENG,"181,000","905,000"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B00183,M POKO XL RENTENG,15,KARTON,0,RENTENG,"230,000","3,450,000"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B00208,M POKO XXL RENTENG,10,KARTON,0,RENTENG,"269,000","2,690,000"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B00181,M POKO S RENTENG,5,KARTON,0,RENTENG,"170,000","850,000"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B00134,INDOMILK PUTIH RENTENG,35,KARTON,0,PAK,"141,500","4,952,500"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B00135,INDOMILK COKLAT RENTENG,15,KARTON,0,PAK,"141,500","2,122,500"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B00737,SABUN HARMONY,10,KARTON,0,BIJI,"126,500","1,265,000"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B00505,UNI BANGO 520/720 gr,10,KARTON,0,KARTON,"255,000","2,550,000"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B01213,BENG BENG DRINK,25,KARTON,0,KARTON,"124,000","3,100,000"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B00374,TORA MOKA,5,KARTON,0,KARTON,"145,000","725,000"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B00897,TORA CR LATTE,3,KARTON,0,KARTON,"147,000","441,000"
TB0028254,2024-06-08,S167 - MULYADI,non pkp,B01861,UNI PEPSODENT 225,3,KARTON,0,LUSIN,"396,000","1,188,000"
TB0028255,2024-06-08,S024 - PT. SURYA GEMILANG LESTARI SENTOSA,pkp 24-58040871,B00822,KAMPER SWALLOW S-106,10,DOS,0,PAK,"249,375","2,493,750"
TB0028255,2024-06-08,S024 - PT. SURYA GEMILANG LESTARI SENTOSA,pkp 24-58040871,B00679,KAPUR SEMUT,2,KARTON,0,PRES,"1,761,231","3,522,462"
TB0028256,2024-06-08,S054 - TK STB,non pkp,B01290,TIGA SAPI JUMBO,10,KARTON,0,KARTON,"565,000","5,650,000"
TB0028256,2024-06-08,S054 - TK STB,non pkp,B01405,POP ICE,18,KARTON,0,KARTON,"253,000","4,554,000"
TB0028256,2024-06-08,S054 - TK STB,non pkp,B00404,LUWAK WHITE,100,KARTON,0,KARTON,"238,000","23,800,000"
TB0028256,2024-06-08,S054 - TK STB,non pkp,B01433,LUWAK HITAM,20,KARTON,0,KARTON,"119,000","2,380,000"
TB0028256,2024-06-08,S054 - TK STB,non pkp,B01563,WISMILAK DIPLOMAT EVO,1,BAL,0,SLOP,"2,170,000","2,170,000"
TB0028256,2024-06-08,S054 - TK STB,non pkp,B00499,ZEBRA,10,KARTON,0,KARTON,"226,000","2,260,000"
TB0028256,2024-06-08,S054 - TK STB,non pkp,B01562,DJ CHIEF KRETEK,1,BAL,0,SLOP,"1,920,000","1,920,000"
TB0028256,2024-06-08,S054 - TK STB,non pkp,B01862,ROMA KELAPA 300gr,3,KARTON,0,PRES,"220,000","660,000"
TB0028257,2024-06-08,S300 - ANDRI,non pkp,B00218,ANTANGIN CAIR,12,KARTON,0,DOS,"960,000","11,520,000"
TB0028258,2024-06-08,S012 - PT. BATHARA SEJAHTERA ABADI,,B00065,ARES KRETEK,10,BAL,0,SLOP,"1,260,000","12,600,000"
TB0028258,2024-06-08,S012 - PT. BATHARA SEJAHTERA ABADI,,B01792,ARES INTER,2,BAL,0,SLOP,"2,760,000","5,520,000"
TB0028258,2024-06-08,S012 - PT. BATHARA SEJAHTERA ABADI,,B01549,ARES ALTRA,1,BAL,0,SLOP,"1,230,000","1,230,000"
TB0028259,2024-06-08,S326 - PT. EKA ARTHA BUANA,pkp FK/LPP,B02060,SUSEMI SABUT POLOS,0,KARTON,4,PAK,"689,231","57,436"
TB0028259,2024-06-08,S326 - PT. EKA ARTHA BUANA,pkp FK/LPP,B02061,SUSEMI SABUT SPON,2,BAL,0,PAK,"337,723","675,446"
TB0028259,2024-06-08,S326 - PT. EKA ARTHA BUANA,pkp FK/LPP,B00905,HIT SPRAY 600,6,KARTON,0,BIJI,"366,885","2,201,310"
TB0028259,2024-06-08,S326 - PT. EKA ARTHA BUANA,pkp FK/LPP,B01949,HIT SPRAY 165/150,4,KARTON,0,BIJI,"108,203","432,812"
TB0028260,2024-06-08,S038 - PT.ASIA PARAMITA INDAH,pkp TAM24060094,B00468,GATSBY BIRU K(28gr),13,LUSIN,0,BIJI,"41,189","535,457"
TB0028260,2024-06-08,S038 - PT.ASIA PARAMITA INDAH,pkp TAM24060094,B00469,GATSBY BIRU TG (70gr),13,LUSIN,0,BIJI,"69,840","907,920"
TB0028260,2024-06-08,S038 - PT.ASIA PARAMITA INDAH,pkp TAM24060094,B00471,GATSBY GEL T(75gr),3,LUSIN,3,BIJI,"85,062","276,452"
TB0028260,2024-06-08,S038 - PT.ASIA PARAMITA INDAH,pkp TAM24060094,B00725,DEO PIXY B (34gr),13,LUSIN,0,LUSIN,"107,446","1,396,798"
TB0028260,2024-06-08,S038 - PT.ASIA PARAMITA INDAH,pkp TAM24060094,B00732,TANCHO MINI,6,LUSIN,0,LUSIN,"75,663","453,978"
