id_transaksi,tanggal,suplier,nota,kode_stok,nama_stok,quantity,satuan,unit,satuan.2,harga_satuan,jumlah
TB0026767,2024-01-01,S148 - NURHIDAYAT,non pkp,B00303,TMP BODREX,100,DOS,0,PAK,"89,000","8,900,000"
TB0026767,2024-01-01,S148 - NURHIDAYAT,non pkp,B00241,TMP BODREXIN,50,DOS,0,PAK,"39,000","1,950,000"
TB0026767,2024-01-01,S148 - NURHIDAYAT,non pkp,B00225,SALEP 88,50,DOS,0,DOS,"95,000","4,750,000"
TB0026768,2024-01-02,S324 - BSU (BINTANG SAYAP UTAMA),tunai,B01987,,40,,0,,"67,000","2,680,000"
TB0026768,2024-01-02,S324 - BSU (BINTANG SAYAP UTAMA),tunai,B02005,ANDALAN FILTER 12 (GAJAH),5,SLOP,0,SLOP,"137,500","687,500"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B01055,DDS SOKLIN CAIR 40 RENTENG,3,KARTON,0,KARTON,"93,258","279,774"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00552,DDS SOKLIN SMART,6,KARTON,0,KARTON,"127,710","766,260"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B01567,DDS SOKLIN 425(10rb),10,KARTON,0,KARTON,"98,010","980,100"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00546,DDS SOKLIN PK,20,KARTON,0,KARTON,"55,955","1,119,100"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00997,DDS SOKLIN 770,5,KARTON,0,KARTON,"229,878","1,149,390"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00624,DDS SOKLIN PEWANGI REFF 320,5,KARTON,0,BIJI,"95,040","475,200"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00701,DDS MAMA LEMON 105(2rb),18,KARTON,0,KARTON,"30,987","557,766"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00702,DDS MAMA LEMON 680,3,KARTON,0,BIJI,"106,029","318,087"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00690,DDS SOKLIN LANTAI RENTENG,4,KARTON,0,PRES,"94,432","377,728"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00976,DDS SOKLIN LANTAI REFF 52,3,KARTON,0,KARTON,"34,975","104,925"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00534,DDS WPC 780,3,KARTON,0,KARTON,"74,250","222,750"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00585,DDS SABUN GIV,5,KARTON,0,BIJI,"175,063","875,315"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00664,DDS SHP EMERON RENTENG,5,KARTON,0,PAK,"92,617","463,085"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00669,DDS SHP ZINC RENTENG,5,KARTON,0,PAK,"92,617","463,085"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00520,DDS CIPTADENT 75,3,KARTON,4,LUSIN,"188,577","691,449"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00734,DDS HBL SIDIA,2,KARTON,0,LUSIN,"107,894","215,788"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B00564,DDS HERS PROTEX MERAH 8,3,KARTON,0,BIJI,"69,950","209,850"
TB0026769,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293987,B01043,DDS HERS PROTEX MERAH RENTENG,2,KARTON,0,KARTON,"86,594","173,188"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B00045,DJ GEO MILD 16,1,BAL,0,SLOP,"1,990,000","1,990,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B02044,DJ 76 MANGGA 12,0,BAL,10,SLOP,"2,520,000","1,260,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B00034,DJ 76 KR 12,0,BAL,10,SLOP,"2,760,000","1,380,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B00042,DJ BLACK CAP 16,0,BAL,2,SLOP,"2,870,000","574,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B01174,DJ CHIEF FLT 12,1,BAL,0,SLOP,"2,740,000","2,740,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B01519,DJ GEO KRETEK 12,0,BAL,10,SLOP,"2,080,000","1,040,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B01858,DJ KING FLT 12,0,BAL,5,SLOP,"3,640,000","910,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B00950,DJ LA BOLD 20,1,BAL,0,SLOP,"3,090,000","3,090,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B00052,DJ LA ICE 16,0,BAL,2,SLOP,"2,870,000","574,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B00041,DJ LA MENTHOL 16,0,BAL,2,SLOP,"2,870,000","574,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B00040,DJ LA MERAH 16,0,BAL,5,SLOP,"2,870,000","1,435,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B01818,DJ RAPTOR,0,BAL,5,SLOP,"2,660,000","665,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B01751,DJ SIERRA KRETEK 12,0,BAL,10,SLOP,"1,680,000","840,000"
TB0026770,2024-01-02,S004 - PT. SUMBER CIPTA MULTI NIAGA,TUNAI,B00036,DJ SUPER 12,0,BAL,5,SLOP,"4,550,000","1,137,500"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01555,SAMP AGA KR (10+2),10,BAL,0,SLOP,"2,715,000","27,150,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00063,SAMP ARES BIRU,8,BAL,0,SLOP,"2,744,000","21,952,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00170,GG SURYA 12,8,BAL,0,SLOP,"4,600,000","36,800,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00026,SAMP MAGNUM HITAM,1,BAL,0,SLOP,"2,280,000","2,280,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00012,GG SURYA KALENG,20,PRES,0,KALENG,"898,000","17,960,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01234,SAMP ARES BOLD,4,BAL,0,SLOP,"2,749,000","10,996,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B02017,GAJAH BARU INTER FLT 12,8,BAL,0,SLOP,"2,840,000","22,720,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00019,SAMP 234 KR 12 (10+2),5,BAL,0,SLOP,"3,620,000","18,100,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00006,GG HIJAU,1,BAL,0,SLOP,"2,540,000","2,540,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00068,GRENDEL BIRU 12,1,BAL,0,SLOP,"2,761,000","2,761,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00067,GRENDEL MERAH 12,1,BAL,0,SLOP,"2,761,000","2,761,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00069,GRENDEL UTAMA,1,BAL,0,SLOP,"1,385,000","1,385,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01519,DJ GEO KRETEK 12,1,BAL,0,SLOP,"2,080,000","2,080,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00045,DJ GEO MILD 16,2,BAL,0,SLOP,"1,990,000","3,980,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00950,DJ LA BOLD 20,1,BAL,0,SLOP,"3,090,000","3,090,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00040,DJ LA MERAH 16,1,BAL,0,SLOP,"2,870,000","2,870,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B02044,DJ 76 MANGGA 12,1,BAL,0,SLOP,"2,520,000","2,520,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01174,DJ CHIEF FLT 12,1,BAL,0,SLOP,"2,740,000","2,740,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00009,GG PRO MERAH,1,BAL,0,SLOP,"2,880,000","2,880,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01751,DJ SIERRA KRETEK 12,1,BAL,0,SLOP,"1,680,000","1,680,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01960,,40,,0,,"78,000","3,120,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00022,SAMP MILD MERAH 16,2,BAL,0,SLOP,"3,060,000","6,120,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00004,GG PROMILD,0,BAL,5,SLOP,"2,880,000","1,440,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01480,GG PATRA,0,BAL,3,SLOP,"2,380,000","357,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B02085,GG SURYA PLUS (16),0,BAL,5,SLOP,"3,000,000","1,500,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01412,GRENDEL MILD 16,0,BAL,5,SLOP,"1,784,000","892,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B02080,SAMP 234 MAESTRO,0,BAL,5,SLOP,"1,826,000","913,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00011,GG HALIM,0,BAL,5,SLOP,"2,190,000","1,095,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01309,GRENDEL BIRU 16,1,BAL,0,SLOP,"1,783,000","1,783,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B00024,SAMP MILD 12,1,BAL,0,SLOP,"2,275,000","2,275,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01787,SAMP MARLB CA 12(biru),10,SLOP,0,SLOP,"89,250","892,500"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01511,SAMP MARLB CRAFTED 12 (merah),10,SLOP,0,SLOP,"99,000","990,000"
TB0026771,2024-01-02,S011 - SUBUR PAS,,B01173,SAMP MARLB FLT BLACK 12,15,SLOP,0,SLOP,"204,000","3,060,000"
TB0026772,2024-01-02,S067 - SIDO MUNCUL,non pkp,B00531,SM PEGEL LINU TELOR,0,KARTON,5,SLOP,"555,600","138,900"
TB0026772,2024-01-02,S067 - SIDO MUNCUL,non pkp,B00529,SM PEGEL LINU KOMPLIT,0,KARTON,5,SLOP,"475,600","237,800"
TB0026772,2024-01-02,S067 - SIDO MUNCUL,non pkp,B00532,SM KUKU BIMA TELOR,0,KARTON,2,SLOP,"555,600","55,560"
TB0026772,2024-01-02,S067 - SIDO MUNCUL,non pkp,B00530,SM KUKU BIMA KOMPLIT,0,KARTON,2,SLOP,"555,600","111,120"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B00020,SAMP 234 KR 16,1,BAL,0,SLOP,"4,839,000","4,839,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B00022,SAMP MILD MERAH 16,6,BAL,0,SLOP,"3,062,500","18,375,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B00025,SAMP 234 REFFILL 12,4,BAL,0,SLOP,"1,912,000","7,648,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B01142,BEAR BRAND,10,KARTON,0,KARTON,"258,500","2,585,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B01555,SAMP AGA KR (10+2),10,BAL,0,SLOP,"2,716,500","27,165,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B01227,GG INTER MERAH,2,BAL,0,SLOP,"4,560,000","9,120,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B00391,NUTRISARI,5,KARTON,0,PRES,"792,500","3,962,500"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B01883,SAMP MARLB FLT BLACK 20,20,SLOP,0,SLOP,"351,250","7,025,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B00620,SOFFELL,3,KARTON,0,PRES,"453,000","1,359,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B01174,DJ CHIEF FLT 12,1,BAL,0,SLOP,"2,740,000","2,740,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B01566,UNI PEPSODENT 190,3,KARTON,0,LUSIN,"527,000","1,581,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B00514,UNI PEPSODENT 75,3,KARTON,0,LUSIN,"580,000","1,740,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B00170,GG SURYA 12,4,BAL,0,SLOP,"4,605,000","18,420,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B01263,ADEMSARI CHINGKU KALENG,10,KARTON,0,KARTON,"136,500","1,365,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B01904,TEPUNG SEGITIGA 1kg,3,KARTON,0,KARTON,"125,000","375,000"
TB0026773,2024-01-02,S261 - SANTOSO,non pkp,B00648,AUTAN,2,KARTON,0,PRES,"426,000","852,000"
TB0026774,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293468,B01772,TEA JUS RENTENG,25,KARTON,0,PRES,"104,420","2,610,500"
TB0026774,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293468,B01856,"EKOMIE 3,6kg (isi6)",51,KARTON,0,KARTON,"56,807","2,897,157"
TB0026774,2024-01-02,S042 - PT.DINAMIKA DAYA SEGARA,pkp HF61293468,B01879,EKOMIE 2 (renteng),51,KARTON,0,KARTON,"67,998","3,467,898"
TB0026775,2024-01-02,S227 - PT. ERATEL PRIMA,,B01413,BTL DUNHILL HITAM 12,2,SLOP,0,SLOP,"203,000","406,000"
TB0026775,2024-01-02,S227 - PT. ERATEL PRIMA,,B00755,BTL LUCKY STRIKE,10,SLOP,0,SLOP,"262,000","2,620,000"
TB0026775,2024-01-02,S227 - PT. ERATEL PRIMA,,B01470,BTL COUNTRY,15,SLOP,0,SLOP,"243,000","3,645,000"
TB0026775,2024-01-02,S227 - PT. ERATEL PRIMA,,B00820,BTL DUNHILL HITAM 16,25,SLOP,0,SLOP,"267,000","6,675,000"
TB0026775,2024-01-02,S227 - PT. ERATEL PRIMA,,B00059,BTL DUNHILL PUTIH 20,5,SLOP,0,SLOP,"335,000","1,675,000"
TB0026776,2024-01-02,S113 - KARYA GIU,non pkp,B00594,ABC K (R6) BIRU,15,KARTON,0,DOS,"555,000","8,325,000"
TB0026776,2024-01-02,S113 - KARYA GIU,non pkp,B00595,ABC B (R20) BIRU,2,KARTON,0,DOS,"825,000","1,650,000"
TB0026776,2024-01-02,S113 - KARYA GIU,non pkp,B01246,ABC SP POWER A3,1,KARTON,0,RENTENG,"900,000","900,000"
TB0026776,2024-01-02,S113 - KARYA GIU,non pkp,B01201,ABC ALKALINE A2,6,DOS,0,STRIP,"254,167","1,525,002"
TB0026777,2024-01-02,S088 - GAMA,non pkp,B01375,SAPU KIPAS RAYUNG,1,LUSIN,0,LUSIN,"204,000","204,000"
TB0026777,2024-01-02,S088 - GAMA,non pkp,B00506,SAPU KIPAS BIASA,5,LUSIN,0,LUSIN,"147,000","735,000"
TB0026778,2024-01-02,S068 - LIMA JAYA,non pkp,B01524,SANDAL PEARL SWALLOW SERI,80,LUSIN,0,LUSIN,"94,000","7,520,000"
TB0026778,2024-01-02,S068 - LIMA JAYA,non pkp,B01502,SANDAL PEARL SWALLOW BESAR,20,LUSIN,0,LUSIN,"96,000","1,920,000"
TB0026778,2024-01-02,S068 - LIMA JAYA,non pkp,B01490,SANDAL PEARL SWALLOW JUMBO,20,LUSIN,0,LUSIN,"99,000","1,980,000"
TB0026779,2024-01-02,S105 - GSD,non pkp,B00717,HITOP 15,36,DOS,0,DOS,"117,500","4,230,000"
TB0026779,2024-01-02,S105 - GSD,non pkp,B00718,HITOP 25,12,DOS,0,DOS,"122,500","1,470,000"
TB0026779,2024-01-02,S105 - GSD,non pkp,B00538,ALTECO,1,KARTON,0,PAK,"1,260,000","1,260,000"
TB0026779,2024-01-02,S105 - GSD,non pkp,B00619,SILET TATRA,100,DOS,0,DOS,"41,500","4,150,000"
TB0026779,2024-01-02,S105 - GSD,non pkp,B01340,SRITI CR,40,SLOP,0,SLOP,"146,250","5,850,000"
TB0026780,2024-01-02,S069 - SBR,non pkp,B01294,AMPLOP PAPERLINE 104,2,KARTON,0,PRES,"600,000","1,200,000"
TB0026780,2024-01-02,S069 - SBR,non pkp,B00639,AMPLOP CBB (90),1,KARTON,0,PRES,"960,000","960,000"
TB0026780,2024-01-02,S069 - SBR,non pkp,B02018,TEKSTRUK 75X65 2PLY,2,PRES,0,PRES,"83,000","166,000"
TB0026781,2024-01-02,S133 - SANDAI FARMA,PKP,B00332,AITO,20,DOS,0,DOS,"124,882","2,497,640"
TB0026782,2024-01-03,S300 - ANDRI,non pkp,B00218,ANTANGIN CAIR,12,KARTON,0,DOS,"960,000","11,520,000"
TB0026783,2024-01-03,S055 - PT BERDIKARI,pkp FPMIX-2401-0003,B00324,TMP HEMA JRENG,3,KARTON,0,PRES,"1,350,000","4,050,000"
TB0026784,2024-01-03,S167 - MULYADI,non pkp,B00135,INDOMILK COKLAT RENTENG,15,KARTON,0,PAK,"140,000","2,100,000"
TB0026784,2024-01-03,S167 - MULYADI,non pkp,B00134,INDOMILK PUTIH RENTENG,15,KARTON,0,PAK,"140,000","2,100,000"
TB0026784,2024-01-03,S167 - MULYADI,non pkp,B00138,INDOMILK BOTOL,75,KARTON,0,KARTON,"78,000","5,850,000"
TB0026784,2024-01-03,S167 - MULYADI,non pkp,B01324,INDOMILK KIDS UHT,40,KARTON,0,KARTON,"89,000","3,560,000"
TB0026784,2024-01-03,S167 - MULYADI,non pkp,B00608,UNI SABUN LUX,5,KARTON,0,BIJI,"475,000","2,375,000"
TB0026784,2024-01-03,S167 - MULYADI,non pkp,B00607,UNI SABUN LIFEBUOY 70gr,10,KARTON,0,BIJI,"473,000","4,730,000"
TB0026784,2024-01-03,S167 - MULYADI,non pkp,B00661,SHP PANTENE Renteng (42PAK),5,KARTON,0,PAK,"360,000","1,800,000"
TB0026784,2024-01-03,S167 - MULYADI,non pkp,B00788,SHP HEAD&SHOULDER (42PAK),5,KARTON,0,PAK,"360,000","1,800,000"
TB0026784,2024-01-03,S167 - MULYADI,non pkp,B01350,SWEETY BRONZE L RENTENG,5,KARTON,0,KARTON,"175,000","875,000"
TB0026784,2024-01-03,S167 - MULYADI,non pkp,B00583,UNI PEPSODENT 120,3,KARTON,0,LUSIN,"530,000","1,590,000"
TB0026785,2024-01-03,S015 - PT.DWIKARYA INDONESIA MANDIRI,tunai,B02078,GROW BERRY 12,10,SLOP,0,SLOP,"157,000","1,570,000"
TB0026785,2024-01-03,S015 - PT.DWIKARYA INDONESIA MANDIRI,tunai,B02079,GROW BERRY 16,10,SLOP,0,SLOP,"204,000","2,040,000"
TB0026786,2024-01-03,S015 - PT.DWIKARYA INDONESIA MANDIRI,,B00070,92 PUTIH FLT,1,BAL,0,SLOP,"2,780,000","2,780,000"
TB0026787,2024-01-03,S285 - PT. BAHAGIA IDKHO MANDIRI,non pkp,B00711,BEDAK MBK PUTIH,50,DOS,0,DOS,"20,057","1,002,850"
TB0026788,2024-01-03,S205 - DANI,non pkp,B01564,PROMAG BARU(isi 10tab),45,DOS,0,STRIP,"83,500","3,757,500"
TB0026788,2024-01-03,S205 - DANI,non pkp,B00271,KOYO CABE,15,DOS,0,STRIP,"203,500","3,052,500"
TB0026788,2024-01-03,S205 - DANI,non pkp,B00306,TMP NEO RHEUMACYL,48,DOS,0,STRIP,"190,500","9,144,000"
TB0026788,2024-01-03,S205 - DANI,non pkp,B01175,MIXAGRIP HIJAU,32,DOS,0,STRIP,"59,500","1,904,000"
TB0026788,2024-01-03,S205 - DANI,non pkp,B00314,MIXAGRIP KUNING,8,DOS,0,STRIP,"58,000","464,000"
TB0026788,2024-01-03,S205 - DANI,non pkp,B00300,TMP OSKADON,40,DOS,0,STRIP,"80,000","3,200,000"
TB0026789,2024-01-03,S205 - DANI,non pkp,B01682,E SEPULUH,180,DOS,0,STRIP,"125,000","22,500,000"
TB0026790,2024-01-03,S016 - PT. BERKAT SENTRAL ABADI FARMA,non pkp,B00319,WALANGKERIK,50,DOS,0,DOS,"75,660","3,783,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00140,INDOMIE GORENG,100,KARTON,0,KARTON,"108,000","10,800,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B01234,SAMP ARES BOLD,4,BAL,0,SLOP,"2,748,600","10,994,400"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00006,GG HIJAU,3,BAL,0,SLOP,"2,540,000","7,620,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B02086,GG 16 KS MERAH,1,BAL,0,SLOP,"1,640,000","1,640,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00002,GG SURYA 16,3,BAL,0,SLOP,"3,060,000","9,180,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00036,DJ SUPER 12,0,BAL,5,SLOP,"4,550,000","1,137,500"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00034,DJ 76 KR 12,1,BAL,0,SLOP,"2,760,000","2,760,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B01174,DJ CHIEF FLT 12,2,BAL,0,SLOP,"2,740,000","5,480,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00045,DJ GEO MILD 16,2,BAL,0,SLOP,"1,990,000","3,980,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B01858,DJ KING FLT 12,0,BAL,5,SLOP,"3,640,000","910,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00950,DJ LA BOLD 20,1,BAL,0,SLOP,"3,090,000","3,090,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00041,DJ LA MENTHOL 16,0,BAL,2,SLOP,"2,870,000","574,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00040,DJ LA MERAH 16,1,BAL,0,SLOP,"2,870,000","2,870,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B01832,DJ LA UNGU 16,0,BAL,5,SLOP,"2,870,000","1,435,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00051,DJ MLD PUTIH 20,0,BAL,1,SLOP,"3,190,000","319,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00009,GG PRO MERAH,1,BAL,0,SLOP,"2,880,000","2,880,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00004,GG PROMILD,1,BAL,0,SLOP,"2,880,000","2,880,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00404,LUWAK WHITE,20,KARTON,0,KARTON,"231,000","4,620,000"
TB0026791,2024-01-03,S129 - TK BIMA,non pkp,B00003,GG 12 KS MERAH,1,BAL,0,SLOP,"2,720,000","2,720,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B01903,TEPUNG CAKRA 1kg,3,KARTON,0,KARTON,"128,000","384,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B01893,TEPUNG CAKRA SAK (25kg),10,SAK,0,SAK,"220,000","2,200,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B01892,TEPUNG KANJI ROSE BRAND,10,SAK,0,SAK,"242,500","2,425,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B01870,TEPUNG KETAN ROSE BRAND,10,KARTON,0,KARTON,"183,500","1,835,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B01904,TEPUNG SEGITIGA 1kg,5,KARTON,0,KARTON,"125,000","625,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B00170,GG SURYA 12,12,BAL,0,SLOP,"4,605,000","55,260,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B01555,SAMP AGA KR (10+2),10,BAL,0,SLOP,"2,716,500","27,165,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B00022,SAMP MILD MERAH 16,6,BAL,0,SLOP,"3,062,500","18,375,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B01967,SAMP TWIZZ ROYAL 16,10,SLOP,0,SLOP,"221,750","2,217,500"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B01819,SAMP 234 ELITE 12,10,SLOP,0,SLOP,"167,250","1,672,500"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B00025,SAMP 234 REFFILL 12,8,BAL,0,SLOP,"1,907,000","15,256,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B00063,SAMP ARES BIRU,8,BAL,0,SLOP,"2,745,000","21,960,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B02050,DJ SCORE TEH MANIS KR,0,BAL,10,SLOP,"1,525,000","762,500"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B01883,SAMP MARLB FLT BLACK 20,10,SLOP,0,SLOP,"351,250","3,512,500"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B02017,GAJAH BARU INTER FLT 12,4,BAL,0,SLOP,"2,842,500","11,370,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B00391,NUTRISARI,5,KARTON,0,PRES,"792,500","3,962,500"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B00514,UNI PEPSODENT 75,3,KARTON,0,LUSIN,"580,000","1,740,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B00144,DDS SEDAP KARE SP,20,KARTON,0,KARTON,"99,500","1,990,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B00141,DDS SEDAP SOTO,20,KARTON,0,KARTON,"99,000","1,980,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B01403,DDS SEDAP KOREA,20,KARTON,0,KARTON,"103,500","2,070,000"
TB0026792,2024-01-03,S261 - SANTOSO,non pkp,B00002,GG SURYA 16,2,BAL,0,SLOP,"3,060,000","6,120,000"
TB0026793,2024-01-03,S311 - MOROSENENG,non pkp,B01894,GULA RAJA GULA/NUSA KITA/KBA(50kg),40,SAK,0,SAK,"725,000","29,000,000"
TB0026793,2024-01-03,S311 - MOROSENENG,non pkp,B01891,TEPUNG PAYUNG(25kg),15,SAK,0,SAK,"174,000","2,610,000"
TB0026794,2024-01-03,S007 - PT. GAWIH JAYA,,B01341,WISMILAK SLIM KR 16,3,SLOP,0,SLOP,"162,900","488,700"
TB0026794,2024-01-03,S007 - PT. GAWIH JAYA,,B00061,WISMILAK DIPLOMAT MILD,0,BAL,2,SLOP,"2,137,500","427,500"
TB0026794,2024-01-03,S007 - PT. GAWIH JAYA,,B00060,WIS DIPLOMAT 12,0,BAL,10,SLOP,"4,512,600","2,256,300"
